"Date time","Minimum Temperature","Maximum Temperature","Temperature","Precipitation","Relative Humidity","Conditions","Old Conditions"
"2017-01-01","35","49","42","0","73","Partly cloudy","Partly cloudy"
"2017-01-02","36","43","41","0","88","Overcast","Overcast"
"2017-01-03","43","46","45","0.2","95","Rain","Rain"
"2017-01-04","34","52","45","0","81","Overcast","Overcast"
"2017-01-05","29","33","31","0","54","Overcast","Overcast"
"2017-01-06","23","32","29","0","76","Overcast","Overcast"
"2017-01-07","15","22","20","0.2","83","Sunny","undefined"
"2017-01-08","10","20","16","0","85","Partly cloudy","Partly cloudy"
"2017-01-09","7","21","15","0","86","Overcast","Overcast"
"2017-01-10","11","32","28","0","86","Overcast","Overcast"
"2017-01-11","36","47","41","0.4","97","Overcast","Overcast"
"2017-01-12","47","63","58","0","88","Overcast","Overcast"
"2017-01-13","36","49","45","0","78","Partly cloudy","Partly cloudy"
"2017-01-14","30","36","34","0.1","69","Sunny","undefined"
"2017-01-15","27","38","33","0","80","Overcast","Overcast"
"2017-01-16","27","41","35","0","63","Overcast","Overcast"
"2017-01-17","34","43","41","0","88","Overcast","Overcast"
"2017-01-18","38","48","43","0","92","Overcast","Overcast"
"2017-01-19","35","47","42","0","87","Overcast","Overcast"
"2017-01-20","34","42","40","0.2","92","Rain","Rain"
"2017-01-21","38","49","45","0","92","Overcast","Overcast"
"2017-01-22","42","49","47","0","93","Overcast","Overcast"
"2017-01-23","39","43","41","0.4","87","Rain","Rain"
"2017-01-24","37","40","38","0","87","Sunny","undefined"
"2017-01-25","38","50","45","0","81","Overcast","Overcast"
"2017-01-26","40","51","46","0.1","82","Rain","Rain"
"2017-01-27","32","41","38","0","69","Overcast","Overcast"
"2017-01-28","31","39","36","0","66","Overcast","Overcast"
"2017-01-29","31","42","37","0","66","Overcast","Overcast"
"2017-01-30","27","37","32","0","64","Sunny","undefined"
"2017-01-31","26","42","35","0","65","Sunny","undefined"
"2017-02-01","36","48","43","0","72","Overcast","Overcast"
"2017-02-02","31","44","39","0","70","Partly cloudy","Partly cloudy"
"2017-02-03","27","34","31","0","47","Overcast","Overcast"
"2017-02-04","22","33","28","0","40","Partly cloudy","Partly cloudy"
"2017-02-05","29","43","38","0","58","Partly cloudy","Partly cloudy"
"2017-02-06","30","50","42","0","77","Sunny","Sunny"
"2017-02-07","40","57","50","0","84","Rain","Rain"
"2017-02-08","48","64","58","0.1","82","Overcast","Overcast"
"2017-02-09","21","32","29","0.2","83","Sunny","undefined"
"2017-02-10","20","31","27","0","65","Overcast","Overcast"
"2017-02-11","30","49","43","0","77","Overcast","Overcast"
"2017-02-12","37","41","40","0.1","93","Rain","Rain"
"2017-02-13","30","39","35","0","73","Sunny","undefined"
"2017-02-14","29","42","36","0","70","Overcast","Overcast"
"2017-02-15","33","47","40","0","77","Sunny","undefined"
"2017-02-16","29","37","33","0","59","Sunny","undefined"
"2017-02-17","26","41","34","0","54","Sunny","Sunny"
"2017-02-18","32","58","48","0","63","Partly cloudy","Partly cloudy"
"2017-02-19","50","66","58","0","77","Partly cloudy","Partly cloudy"
"2017-02-20","40","55","49","0","76","Overcast","Overcast"
"2017-02-21","33","49","43","0","69","Sunny","Sunny"
"2017-02-22","40","56","49","0","80","Partly cloudy","Partly cloudy"
"2017-02-23","46","67","59","0","86","Overcast","Overcast"
"2017-02-24","51","70","62","0","85","Overcast","Overcast"
"2017-02-25","49","68","60","0","84","Overcast","Overcast"
"2017-02-26","33","41","37","0","61","Sunny","undefined"
"2017-02-27","31","53","45","0","61","Overcast","Overcast"
"2017-02-28","44","63","56","0.2","78","Sunny","undefined"
"2017-03-01","54","70","64","0","84","Rain","Rain"
"2017-03-02","37","46","43","0","59","Sunny","Sunny"
"2017-03-03","28","38","35","0","53","Sunny","undefined"
"2017-03-04","23","34","30","0","35","Partly cloudy","Partly cloudy"
"2017-03-05","16","36","27","0","23","Sunny","Sunny"
"2017-03-06","24","46","39","0","35","Overcast","Overcast"
"2017-03-07","36","60","52","0","85","Rain","Rain"
"2017-03-08","48","58","53","0","64","Overcast","Overcast"
"2017-03-09","46","62","55","0","54","Sunny","Sunny"
"2017-03-10","25","39","34","0.2","81","Sunny","undefined"
"2017-03-11","17","28","25","0","67","Overcast","Overcast"
"2017-03-12","19","32","27","0","64","Sunny","undefined"
"2017-03-13","20","36","31","0","58","Overcast","Overcast"
"2017-03-14","22","34","32","1.1","94","Sunny","undefined"
"2017-03-15","19","28","25","0","84","Sunny","undefined"
"2017-03-16","20","34","30","0","82","Sunny","undefined"
"2017-03-17","24","42","36","0","74","Partly cloudy","Partly cloudy"
"2017-03-18","34","42","39","0","90","Sunny","undefined"
"2017-03-19","34","46","40","0","86","Sunny","undefined"
"2017-03-20","30","50","43","0","73","Partly cloudy","Partly cloudy"
"2017-03-21","38","56","50","0","74","Overcast","Overcast"
"2017-03-22","27","39","36","0","61","Sunny","undefined"
"2017-03-23","25","42","35","0","37","Sunny","Sunny"
"2017-03-24","30","54","47","0","68","Overcast","Overcast"
"2017-03-25","47","72","61","0.1","86","Rain","Rain"
"2017-03-26","42","45","43","0.1","90","Sunny","undefined"
"2017-03-27","43","61","54","0","91","Sunny","undefined"
"2017-03-28","45","58","54","0.1","93","Rain","Rain"
"2017-03-29","44","58","52","0","75","Sunny","Sunny"
"2017-03-30","36","48","44","0","64","Partly cloudy","Partly cloudy"
"2017-03-31","40","52","47","0.8","92","Rain","Rain"
"2017-04-01","39","49","46","0","82","Overcast","Overcast"
"2017-04-02","37","59","52","0","73","Sunny","Sunny"
"2017-04-03","43","64","56","0.1","69","Overcast","Overcast"
"2017-04-04","56","71","65","0.1","85","Rain","Rain"
"2017-04-05","49","66","59","0","73","Sunny","Sunny"
"2017-04-06","47","63","53","0.3","89","Rain","Rain"
"2017-04-07","38","47","44","0","73","Rain","Rain"
"2017-04-08","36","55","48","0","64","Overcast","Overcast"
"2017-04-09","37","64","56","0","60","Partly cloudy","Partly cloudy"
"2017-04-10","46","74","64","0","64","Sunny","Sunny"
"2017-04-11","55","77","69","0","76","Sunny","Sunny"
"2017-04-12","57","73","67","0","73","Overcast","Overcast"
"2017-04-13","49","64","57","0","63","Partly cloudy","Partly cloudy"
"2017-04-14","45","63","57","0","60","Partly cloudy","Partly cloudy"
"2017-04-15","46","65","59","0","77","Overcast","Overcast"
"2017-04-16","56","83","75","0","73","Partly cloudy","Partly cloudy"
"2017-04-17","56","67","64","0.1","79","Rain","Rain"
"2017-04-18","47","65","58","0","62","Sunny","Sunny"
"2017-04-19","44","57","52","0","82","Overcast","Overcast"
"2017-04-20","52","70","63","0","85","Rain","Rain"
"2017-04-21","52","66","59","0.1","88","Rain","Rain"
"2017-04-22","50","54","53","0.1","93","Rain","Rain"
"2017-04-23","43","61","55","0","75","Overcast","Overcast"
"2017-04-24","48","54","51","0","81","Rain","Rain"
"2017-04-25","52","57","56","0.3","93","Rain","Rain"
"2017-04-26","55","63","59","0","91","Overcast","Overcast"
"2017-04-27","52","75","68","0","84","Overcast","Overcast"
"2017-04-28","62","81","75","0","76","Sunny","Sunny"
"2017-04-29","65","83","77","0.1","84","Overcast","Overcast"
"2017-04-30","53","67","63","0","80","Overcast","Overcast"
"2017-05-01","51","76","70","0","80","Overcast","Overcast"
"2017-05-02","58","72","68","0","70","Overcast","Overcast"
"2017-05-03","50","61","59","0","62","Partly cloudy","Partly cloudy"
"2017-05-04","44","62","57","0","64","Overcast","Overcast"
"2017-05-05","53","67","63","0.5","94","Rain","Rain"
"2017-05-06","51","62","59","0","83","Rain","Rain"
"2017-05-07","43","54","51","0","76","Rain","Rain"
"2017-05-08","40","56","51","0","66","Overcast","Overcast"
"2017-05-09","41","60","55","0","56","Partly cloudy","Partly cloudy"
"2017-05-10","44","66","59","0","69","Partly cloudy","Partly cloudy"
"2017-05-11","46","58","54","0","80","Rain","Rain"
"2017-05-12","44","57","54","0","77","Overcast","Overcast"
"2017-05-13","46","51","50","0.9","96","Rain","Rain"
"2017-05-14","43","68","61","0","79","Overcast","Overcast"
"2017-05-15","48","68","61","0","68","Sunny","Sunny"
"2017-05-16","49","75","68","0","68","Sunny","Sunny"
"2017-05-17","57","85","78","0","75","Sunny","Sunny"
"2017-05-18","69","87","81","0","71","Sunny","Sunny"
"2017-05-19","69","88","81","0.2","79","Rain","Rain"
"2017-05-20","52","63","61","0","76","Partly cloudy","Partly cloudy"
"2017-05-21","49","67","61","0","67","Partly cloudy","Partly cloudy"
"2017-05-22","56","64","61","0.2","93","Rain","Rain"
"2017-05-23","55","65","63","0","83","Overcast","Overcast"
"2017-05-24","54","66","62","0","82","Overcast","Overcast"
"2017-05-25","54","69","62","0.4","92","Rain","Rain"
"2017-05-26","56","73","67","0","82","Rain","Rain"
"2017-05-27","55","73","68","0","79","Overcast","Overcast"
"2017-05-28","54","73","68","0.1","84","Overcast","Overcast"
"2017-05-29","54","66","61","0.1","91","Overcast","Overcast"
"2017-05-30","56","63","60","0","92","Rain","Rain"
"2017-05-31","59","76","70","0","86","Overcast","Overcast"
"2017-06-01","57","78","72","0","70","Sunny","Sunny"
"2017-06-02","54","75","70","0","62","Sunny","Sunny"
"2017-06-03","51","72","65","0","69","Overcast","Overcast"
"2017-06-04","50","78","72","0.1","76","Overcast","Overcast"
"2017-06-05","63","74","70","0","90","Overcast","Overcast"
"2017-06-06","56","64","62","0","92","Overcast","Overcast"
"2017-06-07","50","63","59","0","82","Overcast","Overcast"
"2017-06-08","50","66","62","0","80","Overcast","Overcast"
"2017-06-09","49","78","71","0","71","Partly cloudy","Partly cloudy"
"2017-06-10","61","83","77","0","67","Sunny","Sunny"
"2017-06-11","65","88","82","0","71","Sunny","Sunny"
"2017-06-12","69","89","84","0","68","Partly cloudy","Partly cloudy"
"2017-06-13","71","91","85","0","71","Partly cloudy","Partly cloudy"
