"Date time","Minimum Temperature","Maximum Temperature","Temperature","Precipitation","Relative Humidity","Conditions","Old Conditions"
"2020-01-01","33","37","35","0","66","Partly cloudy","Partly cloudy"
"2020-01-02","31","43","37","0","60","Partly cloudy","Partly cloudy"
"2020-01-03","37","42","41","0.4","87","Rain","Rain"
"2020-01-04","32","43","42","0.5","95","Rain","Rain"
"2020-01-05","31","37","36","0.1","68","Sunny","undefined"
"2020-01-06","30","38","34","0","61","Sunny","undefined"
"2020-01-07","31","37","35","0","55","Sunny","undefined"
"2020-01-08","26","38","34","0","59","Sunny","undefined"
"2020-01-09","20","28","24","0","45","Partly cloudy","Partly cloudy"
"2020-01-10","24","44","40","0","64","Overcast","Overcast"
"2020-01-11","39","59","55","0","82","Overcast","Overcast"
"2020-01-12","47","64","61","0.1","68","Sunny","undefined"
"2020-01-13","31","37","34","0","64","Overcast","Overcast"
"2020-01-14","36","40","38","0","78","Overcast","Overcast"
"2020-01-15","33","47","44","0","71","Partly cloudy","Partly cloudy"
"2020-01-16","31","42","40","0.1","65","Sunny","undefined"
"2020-01-17","16","22","19","0","39","Sunny","Sunny"
"2020-01-18","16","26","22","0.1","48","Sunny","undefined"
"2020-01-19","24","39","37","0.4","82","Sunny","undefined"
"2020-01-20","19","28","23","0","57","Overcast","Overcast"
"2020-01-21","21","27","24","0","51","Overcast","Overcast"
"2020-01-22","17","34","29","0","61","Partly cloudy","Partly cloudy"
"2020-01-23","29","40","34","0","65","Overcast","Overcast"
"2020-01-24","32","39","36","0","84","Overcast","Overcast"
"2020-01-25","28","41","39","0.2","93","Sunny","undefined"
"2020-01-26","36","45","43","1.3","81","Overcast","Overcast"
"2020-01-27","33","42","38","0","71","Overcast","Overcast"
"2020-01-28","33","38","35","0","66","Sunny","undefined"
"2020-01-29","29","38","33","0","54","Partly cloudy","Partly cloudy"
"2020-01-30","26","34","32","0","51","Overcast","Overcast"
"2020-01-31","32","42","37","0","55","Overcast","Overcast"
"2020-02-01","34","40","37","0","82","Overcast","Overcast"
"2020-02-02","35","39","37","0","79","Sunny","undefined"
"2020-02-03","33","45","39","0","71","Overcast","Overcast"
"2020-02-04","36","41","39","0","78","Sunny","undefined"
"2020-02-05","32","38","36","0","57","Sunny","undefined"
"2020-02-06","30","39","36","0.1","82","Rain","Rain"
"2020-02-07","29","54","48","0.8","87","Sunny","undefined"
"2020-02-08","22","27","24","0","43","Partly cloudy","Partly cloudy"
"2020-02-09","16","31","26","0","52","Sunny","undefined"
"2020-02-10","29","44","42","0","84","Rain","Rain"
"2020-02-11","38","41","39","0.8","96","Rain","Rain"
"2020-02-12","31","40","36","0","59","Overcast","Overcast"
"2020-02-13","34","43","39","1.1","89","Sunny","undefined"
"2020-02-14","16","29","23","0","59","Partly cloudy","Partly cloudy"
"2020-02-15","14","31","24","0","43","Overcast","Overcast"
"2020-02-16","23","43","38","0","56","Overcast","Overcast"
"2020-02-17","31","39","36","0","60","Partly cloudy","Partly cloudy"
"2020-02-18","30","38","36","0.1","76","Rain","Rain"
"2020-02-19","28","39","37","0.2","61","Rain","Rain"
"2020-02-20","23","27","25","0","42","Overcast","Overcast"
"2020-02-21","20","33","26","0","35","Partly cloudy","Partly cloudy"
"2020-02-22","29","39","35","0","46","Partly cloudy","Partly cloudy"
"2020-02-23","33","48","41","0","59","Partly cloudy","Partly cloudy"
"2020-02-24","36","53","45","0","60","Partly cloudy","Partly cloudy"
"2020-02-25","41","47","44","0.1","81","Rain","Rain"
"2020-02-26","37","44","43","0.7","96","Rain","Rain"
"2020-02-27","36","46","43","0.1","66","Sunny","undefined"
"2020-02-28","28","36","33","0","45","Sunny","undefined"
"2020-03-01","23","33","28","0","42","Partly cloudy","Partly cloudy"
"2020-03-02","29","44","37","0","59","Overcast","Overcast"
"2020-03-03","39","56","50","0","80","Overcast","Overcast"
"2020-03-04","40","47","45","0.2","61","Rain","Rain"
"2020-03-05","36","49","43","0","48","Overcast","Overcast"
"2020-03-06","38","44","42","0","67","Overcast","Overcast"
"2020-03-07","28","40","34","0","41","Sunny","undefined"
"2020-03-08","33","49","43","0","37","Overcast","Overcast"
