"Date time","Minimum Temperature","Maximum Temperature","Temperature","Precipitation","Relative Humidity","Conditions","Old Conditions"
"2016-01-01","34","41","38","0","92","Overcast","Overcast"
"2016-01-02","27","36","33","0","83","Overcast","Overcast"
"2016-01-03","25","27","26","0","62","Sunny","undefined"
"2016-01-04","24","37","35","0","88","Overcast","Overcast"
"2016-01-05","21","24","23","0.1","92","Sunny","undefined"
"2016-01-06","20","23","21","0","94","Overcast","Overcast"
"2016-01-07","21","29","26","0.1","94","Overcast","Overcast"
"2016-01-08","35","38","37","0","92","Overcast","Overcast"
"2016-01-09","29","36","33","0","87","Sunny","Sunny"
"2016-01-10","33","40","38","0.1","92","Rain","Rain"
"2016-01-11","35","38","37","0.1","94","Rain","Rain"
"2016-01-12","37","42","40","0","91","Overcast","Overcast"
"2016-01-13","33","38","37","0","90","Sunny","undefined"
"2016-01-14","32","38","36","0.1","87","Overcast","Overcast"
"2016-01-15","32","34","34","0.1","92","Sunny","undefined"
"2016-01-16","29","34","32","0.1","89","Sunny","undefined"
"2016-01-17","24","31","29","0","93","Sunny","undefined"
"2016-01-18","20","27","23","0","89","Sunny","Sunny"
"2016-01-19","18","25","23","0","84","Overcast","Overcast"
"2016-01-20","26","33","31","0","94","Sunny","undefined"
"2016-01-21","20","26","23","0","91","Overcast","Overcast"
"2016-01-22","18","27","23","0","81","Sunny","Sunny"
"2016-01-23","27","38","37","0.2","97","Sunny","undefined"
"2016-01-24","35","39","37","0","96","Overcast","Overcast"
"2016-01-25","42","48","46","0","97","Overcast","Overcast"
"2016-01-26","43","49","48","0","92","Overcast","Overcast"
"2016-01-27","46","51","50","0","87","Overcast","Overcast"
"2016-01-28","38","45","43","0","81","Overcast","Overcast"
"2016-01-29","36","47","43","0","82","Overcast","Overcast"
"2016-01-30","38","48","46","0","82","Overcast","Overcast"
"2016-01-31","35","42","39","0","83","Overcast","Overcast"
"2016-02-01","40","52","47","0","91","Sunny","undefined"
"2016-02-02","43","49","47","0","78","Overcast","Overcast"
"2016-02-03","38","43","40","0","78","Overcast","Overcast"
"2016-02-04","36","40","38","0","87","Sunny","undefined"
"2016-02-05","37","44","41","0","90","Sunny","undefined"
"2016-02-06","43","51","47","0","85","Overcast","Overcast"
"2016-02-07","44","54","49","0","76","Overcast","Overcast"
"2016-02-08","41","48","45","0","80","Overcast","Overcast"
"2016-02-09","41","47","44","0.2","79","Rain","Rain"
"2016-02-10","35","40","39","0","82","Overcast","Overcast"
"2016-02-11","36","42","40","0","81","Overcast","Overcast"
